"Data Source","World Development Indicators",

"Last Updated Date","2026-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Sub-Saharan Africa (excluding high income)","SSA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.174301573134","","","",
"South Sudan","SSD","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.516","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.82","","","","","6.25","","","","","","","","",
"Suriname","SUR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.29","36.65","","40.083","35.707","27.528","26.18","24.578","25.11","23.133","34.081","","","","","21.504","","","","","20.159","13.687","20.01","20.518","20.894","16.363","13.412","26.486","","","","","","","","","",
"Slovak Republic","SVK","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.73","33.535","36.617","38.888","37.288","33.193","32.883","30.178","26.804","20.427","19.012","27.34","33.633","33.411","34.031","33.647","26.773","26.522","22.232","18.929","14.947","16.108","19.433","21.202","19.941","19.898","19.159","",
"Slovenia","SVN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.232","","32.609","22.034","18.898","16.622","16.325","17.573","18.459","16.365","15.725","14.846","15.287","14.045","15.945","13.854","10.098","10.437","13.601","14.652","15.719","20.583","21.602","20.205","16.287","15.225","11.23","8.814","8.133","14.189","12.781","10.08","9.878","10.932","",
"Sweden","SWE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","3.76","3.742","","","","","","7.591","7.941","6.038","5.747","4.775","4.526","","3.108","","","","","","19.607","21.529","21.857","17.498","16.269","9.476","11.671","12.929","14.326","18.538","22.84","21.499","19.267","20.211","25.031","24.783","22.799","23.636","23.545","22.879","20.401","18.935","17.916","17.435","20.131","23.946","24.671","21.728","22.073","24.257","",
"Eswatini","SWZ","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.576","","","","","","","","","","","","","","","","","","","","","47.063","","","","","55.845","","54.004","","",
"Sint Maarten (Dutch part)","SXM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.822","","","","","","","","20.331","","","","","","","","","11.002","","","13.132","13.552","11.544","10.911","11.58","9.697","16.51","","","9.003","10.345","",
"Syrian Arab Republic","SYR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.321","19.468","","","","19.089","22.39","16.675","20.376","35.801","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.529","","","","8.868","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.7181009513782","","","","","","","","","","","","","","","","","","10.5356661771373","10.6707816840185","12.5238538352298","12.7989744009293","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9780237919283","18.6656377228981","17.412909233339","20.3836803138656","19.8523477260992","19.0204507538921","18.7873844668557","18.902588648546","19.8135974476885","19.1706538931152","19.5309761144204","17.8859221801485","18.1394703390408","18.454072474545","18.3272545446711","18.7566691627197","15.8637062192106","14.6464639251441","13.1162432374912","",
"Togo","TGO","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.804","","","","19.061","2.893","","","","3.878","","9.511","","3.006","","","3.365","","","",
"Thailand","THA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","2.939","","1.787","2.077","1.819","","4.118","","8.907","","","9.629","5.277","2.428","4.281","","","","2.612","","2.458","2.175","7.44","7.74","6.558","7.584","","5.027","4.5","4.76","4.775","4.467","4.768","5.597","2.531","2.885","2.696","1.214","3.138","3.103","3.712","4.36","3.997","4.159","5.164","5.798","5.094","4.368","4.561","",
"Tajikistan","TJK","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.511","","","","","","16.722","","","","","","","","","","","","","","","","",
"Turkmenistan","TKM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5327399123716","16.6373980482932","16.7388321293875","16.6435395877722","14.4868526444488","14.0865651790776","13.926689944171","15.8919066000236","","14.1385265351975","13.2632105949908","13.3620638970187","13.2036722604066","13.9020511093165","16.3690663778586","17.2214569147421","17.4534082791862","17.5570882436149","21.1187071826659","18.5509768727649","14.6058196491947","13.1292049212467","11.3742633215842","",
"Timor-Leste","TLS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.896","","","","","","15.038","","","12.356","","","8.684","","9.601","13.192","","","","","5.455","3.408","","","",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9509584692489","14.2097995623465","13.5583638289673","13.6385296241913","15.4930795900976","15.9698647990676","18.083611842479","17.2823900665811","16.5479314799628","17.9929190206046","17.7848992168079","","","15.6204110031077","18.2774842704886","17.5001813127679","","","","",
"Tonga","TON","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.103","","6.671","","","6.357","","4.757","","",
"South Asia (IDA & IBRD)","TSA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.77591228225935","","","","","","8.62538056418399","","","","","9.31190302246347","","","","","9.35812791318318","","9.97039307633112","","","","","","26.099961174291","22.6590746651214","24.5574737186109","20.7507815511738","17.1961731994916","14.738228556215","14.8869442596736","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","20.411","","20.513","","21.283","","29.818","32.624","40.073","39.371","39.821","36.396","34.159","","33.485","","31.013","28.487","","26.945","25.36","23.183","","21.109","","","16.477","12.983","11.318","10.472","11.743","9.892","8.698","8.686","6.318","5.883","5.862","8.714","","","9.159","11.671","12.906","10.508","7.898","10.914","",
"Tunisia","TUN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.827","","","","","","","","31.849","","","","","","","","28.186","27.657","27.873","28.391","30.894","29.394","42.267","37.627","34.74","36.789","35.038","34.895","34.874","","37.921","","26.871","37.802","38.513","","",
"Turkiye","TUR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.681","16.3","16.019","","","","","","","","","","13.053","16.203","19.16","20.525","20.553","19.868","19.053","19.966","20.485","25.277","21.718","18.372","17.529","18.686","17.925","18.533","19.61","20.772","20.303","25.406","25.277","22.636","19.446","17.427","16.298","",
"Tuvalu","TUV","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.739","","","","","","20.638","54.862","","","","","19.963","","","",
"Tanzania","TZA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.472","","","","","6.47","","0.747","","2.295","6.916","2.629","5.751","3.885","","","","","","2.807","","","","4.721","",
"Uganda","UGA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.129","1.303","5.374","2.6","2.763","","","5.191","","5.349","","5.154","","","","",
"Ukraine","UKR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.71","14.89","","","","17.79","17.36","18.642","17.29","17.39","23.14","22.36","22.95","18.918","17.948","15.414","19.262","19.062","","","","",
"Upper middle income","UMC","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3694849966742","","","","","","","","","","","","","","","","","","15.4085141266843","15.7740015186363","17.8594295959194","17.7401479384506","","","","",
"Uruguay","URY","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","16.73","","","","","","23.427","24.351","23.879","22.873","24.11","24.635","","","23.036","24.529","29.072","34.275","37.955","38.184","33.016","29.193","28.114","25.04","22.442","21.073","20.713","18.13","18.51","19.262","19.429","22.536","23.781","24.778","25.92","27.782","33.355","31.39","25.218","26.136","26.522","",
"United States","USA","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","11.2","13","11.3","12.2","11.5","10.1","8.6","8.7","8.7","8.4","11","12.7","12.1","10.5","11.9","16.1","14.7","13.6","12.3","11.8","13.9","14.9","17.8","17.2","13.9","13.6","13.3","12.2","11","10.9","11.2","13.4","14.2","13.4","12.539","12.188","12.109","11.442","10.441","9.898","9.338","10.558","11.996","12.428","11.847","11.309","10.508","10.543","12.846","17.601","18.424","17.309","16.211","15.546","13.397","11.624","10.427","9.237","8.613","8.392","14.92","9.73","8.129","7.938","8.929","9.981",
"Uzbekistan","UZB","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.184","","","","","",
"St. Vincent and the Grenadines","VCT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.324","","","","","","","","","","39.422","","","","","","","33.844","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.452","","","","","","","","","","","16.207","","","","18.247","15.38","13.601","12.386","12.159","14.216","14.097","14.151","","","","11.743","12.053","","","13.649","","","","","",
"British Virgin Islands","VGB","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.617","","","6.239","","4.614","3.575","3.437","3.955","5.003","5.206","6.675","7.17","7.302","4.791","5.8","6.787","7.009","6.145","6.421","6.41","",
"Vanuatu","VUT","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.908","","","8.892","4.818","","","","","","","","","12.273","9.679","","","","","",
"World","WLD","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5758097763252","","","","","","","","","","","","","","","","","","17.2328511014409","15.7915335027797","18.1537172809194","16.6522790171045","14.7111758235156","","","",
"Samoa","WSM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.238","","","","","4.028","","","","","16.137","19.099","","19.101","","","19.653","2.682","","","","13.391","","","",
"Kosovo","XKX","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.175","","","","","","","","","","","","55.314","55.874","60.998","57.709","52.419","52.749","53.82","49.041","48.85","37.792","21.322","17.207","19.037","",
"Yemen, Rep.","YEM","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.886","","","","","18.648","","","","","","","","","","","33.656","","","","24.525","","","","","","","","","","","",
"South Africa","ZAF","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.486","56.031","59.882","61.27","56.662","56.253","54.632","52.533","45.585","48.336","51.177","50.254","51.698","51.426","51.291","50.13","53.346","53.202","53.408","57.053","59.359","65.219","61.478","60.082","60.111","",
"Zambia","ZMB","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.359","","","","","","","","14.006","","28.683","","15.216","","","30.909","","8.384","8.73","10.304","11.01","9.301","9.816","10.009","10.807","",
"Zimbabwe","ZWE","Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","SL.UEM.1524.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.53","","14.032","","","","","7.609","","","","","","","8.733","","","6.83","","","","","11.856","","15.322","17.354","15.756","22.361","",
